Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	3	11.538461538461538	0.01283730968510551	5894, 5579, 5293	13	127	8644	15.706844336765597	0.8632696687353079	0.09884728457531243	0.08087505101616473
KEGG_PATHWAY	hsa04210:Apoptosis	3	11.538461538461538	0.014627186951815743	5894, 5293, 142	13	136	8644	14.66742081447964	0.89660759046395	0.10382717841722167	0.08494950961409045
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	3	11.538461538461538	0.014832454059603095	5894, 6667, 5293	13	137	8644	14.560359348680517	0.8998721541000225	0.10382717841722167	0.08494950961409045
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	3	11.538461538461538	0.01609053303252892	5894, 9314, 5293	13	143	8644	13.949435180204413	0.9177584192808949	0.10773661247867192	0.08814813748254975
KEGG_PATHWAY	hsa05224:Breast cancer	3	11.538461538461538	0.016954227958945932	5894, 6667, 5293	13	147	8644	13.569858712715858	0.9281617223185588	0.1087896294032364	0.08900969678446616
KEGG_PATHWAY	hsa05161:Hepatitis B	3	11.538461538461538	0.02036719100835619	5894, 5579, 5293	13	162	8644	12.313390313390313	0.9579513998687255	0.12546189661147414	0.10265064268211523
KEGG_PATHWAY	hsa05225:Hepatocellular carcinoma	3	11.538461538461538	0.021807671904102356	5894, 5579, 5293	13	168	8644	11.873626373626374	0.9664776186463133	0.12858261897593096	0.10520396098030717
KEGG_PATHWAY	hsa05164:Influenza A	3	11.538461538461538	0.022543705924351534	5894, 5579, 5293	13	171	8644	11.665317139001349	0.9701467572455973	0.12858261897593096	0.10520396098030717
KEGG_PATHWAY	hsa04613:Neutrophil extracellular trap formation	3	11.538461538461538	0.027712777467881963	5894, 5579, 5293	13	191	8644	10.44381796214257	0.9868063463349301	0.14859907488881532	0.12158106127266709
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	3	11.538461538461538	0.02798294267386782	5894, 5579, 5293	13	192	8644	10.389423076923078	0.9873590862418151	0.14859907488881532	0.12158106127266709
KEGG_PATHWAY	hsa04510:Focal adhesion	3	11.538461538461538	0.03102625013413698	5894, 5579, 5293	13	203	8644	9.826449412656311	0.9922008040701968	0.15224188912991124	0.12456154565174558
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	3	11.538461538461538	0.03159347956893785	5894, 5579, 5293	13	205	8644	9.730581613508443	0.9928733314235042	0.15224188912991124	0.12456154565174558
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	3	11.538461538461538	0.03302995568880942	5894, 5579, 5293	13	210	8644	9.498901098901099	0.9943297118555817	0.15224188912991124	0.12456154565174558
KEGG_PATHWAY	hsa05200:Pathways in cancer	4	15.384615384615385	0.03344189026387394	5894, 6667, 5579, 5293	13	531	8644	5.008836737650298	0.9946898445608097	0.15224188912991124	0.12456154565174558
KEGG_PATHWAY	hsa05170:Human immunodeficiency virus 1 infection	3	11.538461538461538	0.033611845652058325	5894, 5579, 5293	13	212	8644	9.409288824383164	0.994831719536184	0.15224188912991124	0.12456154565174558
KEGG_PATHWAY	hsa04014:Ras signaling pathway	3	11.538461538461538	0.040910563591455125	5894, 5579, 5293	13	236	8644	8.452411994784876	0.9983919388009739	0.18000647980240256	0.14727802892923847
